,_tid_,elderly,adults,adolescents,children,female,male,healthy_volunteers,eudract_number,protocol_country_code
325,325,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2017-001909-32,fr
326,326,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2012-005524-15,gb
327,327,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2009-010788-18,de
328,328,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2012-003176-39,de
329,329,0.0,0.0,1.0,1.0,1.0,1.0,0.0,2011-002605-29,be
330,330,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2014-001146-13,es
331,331,0.0,0.0,1.0,1.0,1.0,1.0,0.0,2008-006873-33,it
332,332,1.0,1.0,_nan_,_nan_,1.0,1.0,0.0,2006-006243-31,se
333,333,1.0,1.0,_nan_,_nan_,1.0,1.0,0.0,2008-000516-32,es
334,334,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2010-021785-30,nl
335,335,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2015-004990-34,pl
336,336,0.0,0.0,1.0,1.0,1.0,1.0,0.0,2009-018161-12,it
337,337,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2008-005214-49,cz
338,338,1.0,1.0,_nan_,_nan_,1.0,1.0,0.0,2008-000583-16,se
339,339,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2013-005163-10,lt
340,340,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2012-003131-28,es
341,341,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2015-003170-33,se
342,342,1.0,1.0,_nan_,_nan_,1.0,1.0,0.0,2015-000948-42,it
343,343,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2014-002184-14,it
344,344,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2016-002937-31,dk
345,345,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2017-004292-31,be
346,346,1.0,1.0,_nan_,_nan_,1.0,1.0,0.0,2005-003196-21,de
347,347,0.0,0.0,1.0,1.0,1.0,1.0,0.0,2015-002658-11,it
348,348,1.0,1.0,_nan_,_nan_,1.0,1.0,0.0,2008-007087-42,hu
349,349,1.0,1.0,_nan_,_nan_,1.0,1.0,0.0,2011-001555-37,ee
350,350,_nan_,1.0,0.0,0.0,1.0,1.0,0.0,2010-019748-38,de
351,351,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2009-011128-70,nl
352,352,1.0,1.0,_nan_,_nan_,1.0,1.0,0.0,2006-003399-37,lt
353,353,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2012-001573-93,be
354,354,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2012-004992-37,no
355,355,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2014-003621-18,hu
356,356,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2011-006280-21,be
357,357,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2013-003118-42,se
358,358,1.0,1.0,_nan_,_nan_,1.0,1.0,0.0,2005-001430-32,de
359,359,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2015-000482-31,hr
360,360,1.0,1.0,_nan_,_nan_,1.0,1.0,0.0,2009-012613-21,de
361,361,1.0,1.0,_nan_,_nan_,1.0,1.0,0.0,2010-018563-41,bg
362,362,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2008-005476-27,de
363,363,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2010-022228-66,pl
364,364,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2012-004879-38,ie
365,365,1.0,1.0,_nan_,_nan_,1.0,1.0,0.0,2005-003354-10,cz
366,366,1.0,1.0,_nan_,_nan_,1.0,1.0,0.0,2008-006760-10,nl
367,367,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2008-003538-11,at
368,368,1.0,1.0,_nan_,_nan_,1.0,1.0,0.0,2005-002161-36,es
369,369,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2007-006440-22,es
370,370,0.0,0.0,1.0,1.0,1.0,1.0,0.0,2014-002476-92,es
371,371,1.0,1.0,_nan_,_nan_,1.0,1.0,0.0,2005-005695-32,es
372,372,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2014-004533-13,gb
373,373,1.0,1.0,1.0,0.0,1.0,1.0,0.0,2009-011181-28,at
374,374,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2014-002442-45,dk
375,375,0.0,0.0,0.0,1.0,1.0,1.0,0.0,2014-000566-22,fi
376,376,1.0,1.0,_nan_,_nan_,1.0,1.0,0.0,2009-012005-19,es
377,377,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2010-023263-18,lt
378,378,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2015-004598-34,fi
379,379,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2014-000331-16,at
380,380,1.0,1.0,_nan_,_nan_,1.0,1.0,0.0,2006-001533-17,gb
381,381,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2010-020606-15,be
382,382,1.0,1.0,1.0,0.0,1.0,1.0,0.0,2015-001549-96,lv
383,383,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2015-005419-33,bg
384,384,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2011-003072-37,pl
385,385,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2013-003131-30,se
386,386,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2014-004023-40,de
387,387,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2011-005422-21,nl
388,388,_nan_,1.0,_nan_,_nan_,1.0,1.0,0.0,2006-001228-37,nl
389,389,0.0,0.0,0.0,1.0,1.0,1.0,0.0,2011-002044-28,dk
390,390,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2010-019970-33,gb
391,391,1.0,1.0,_nan_,_nan_,0.0,1.0,0.0,2006-004028-35,de
392,392,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2013-005464-25,hu
393,393,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2011-004770-28,pl
394,394,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2014-001237-83,it
395,395,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2013-001142-34,it
396,396,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2017-000725-12,be
397,397,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2017-000076-28,be
398,398,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2012-003187-44,gb
399,399,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2011-002074-23,it
400,400,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2010-022758-18,de
401,401,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2010-018597-20,de
402,402,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2014-001356-31,hu
403,403,1.0,1.0,_nan_,_nan_,1.0,1.0,0.0,2007-005103-18,at
404,404,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2007-002787-95,nl
405,405,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2012-000777-23,fi
406,406,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2013-003554-25,hu
407,407,1.0,1.0,_nan_,_nan_,1.0,1.0,0.0,2007-001128-11,at
408,408,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2015-001138-10,cz
409,409,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2012-004349-34,hu
410,410,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2013-000830-37,gr
411,411,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2012-002638-35,se
412,412,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2015-004326-34,pl
413,413,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2014-002267-15,dk
414,414,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2013-003763-56,it
415,415,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2008-003610-94,gr
416,416,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2013-003444-24,hu
417,417,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2015-002340-14,nl
418,418,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2011-001345-32,pl
419,419,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2016-001182-87,nl
420,420,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2016-000750-35,de
421,421,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2009-015713-51,bg
422,422,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2013-003589-15,dk
423,423,0.0,0.0,0.0,1.0,1.0,1.0,0.0,2008-002690-12,dk
424,424,1.0,1.0,_nan_,_nan_,1.0,1.0,0.0,2010-021872-27,es
425,425,0.0,1.0,1.0,0.0,1.0,1.0,0.0,2014-004023-40,de
426,426,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2011-005446-35,ie
427,427,0.0,0.0,1.0,1.0,1.0,1.0,0.0,2012-004359-35,gb
428,428,1.0,1.0,_nan_,_nan_,1.0,1.0,0.0,2007-005434-37,fr
429,429,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2008-000367-42,de
430,430,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2008-002072-10,pl
431,431,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2013-002766-39,at
432,432,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2009-015162-57,gb
433,433,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2016-002937-31,si
434,434,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2007-000830-38,pl
435,435,1.0,1.0,_nan_,_nan_,1.0,1.0,0.0,2005-005362-36,gb
436,436,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2010-020426-18,ee
437,437,1.0,1.0,_nan_,_nan_,1.0,1.0,0.0,2005-005569-12,gb
438,438,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2011-005848-10,de
439,439,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2007-004614-14,gb
440,440,0.0,1.0,1.0,1.0,1.0,0.0,1.0,2012-001876-13,ee
441,441,1.0,1.0,_nan_,_nan_,1.0,1.0,0.0,2005-002524-34,se
442,442,1.0,1.0,_nan_,_nan_,1.0,1.0,0.0,2007-003937-17,sk
443,443,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2013-005590-41,nl
444,444,1.0,1.0,_nan_,_nan_,1.0,0.0,0.0,2005-003656-35,at
445,445,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2014-000107-27,gb
446,446,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2012-003689-41,gb
447,447,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2016-002937-31,pl
448,448,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2016-004502-34,at
449,449,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2011-004795-11,it
450,450,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2016-002678-11,es
451,451,1.0,1.0,_nan_,_nan_,1.0,1.0,0.0,2008-004790-18,gb
452,452,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2012-002969-35,gb
453,453,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2013-003331-30,pl
454,454,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2009-013788-21,fr
455,455,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2007-004953-27,de
456,456,0.0,0.0,0.0,1.0,1.0,1.0,0.0,2013-004719-32,dk
457,457,1.0,1.0,_nan_,_nan_,1.0,1.0,0.0,2008-002231-32,at
458,458,1.0,1.0,_nan_,_nan_,1.0,0.0,0.0,2011-005932-24,gb
459,459,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2012-003647-30,sk
460,460,1.0,1.0,_nan_,_nan_,1.0,1.0,0.0,2008-002781-66,de
461,461,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2008-004264-39,gr
462,462,0.0,1.0,_nan_,_nan_,1.0,0.0,0.0,2013-004768-72,it
463,463,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2014-001458-40,it
464,464,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2015-003515-38,at
465,465,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2017-003294-33,lv
466,466,1.0,1.0,_nan_,_nan_,0.0,1.0,0.0,2009-012325-11,be
467,467,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2016-004965-22,fr
468,468,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2015-003170-33,gb
469,469,0.0,0.0,0.0,1.0,1.0,1.0,0.0,2008-007504-28,pl
470,470,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2018-000322-63,si
471,471,0.0,0.0,1.0,1.0,1.0,1.0,0.0,2009-017028-22,pl
472,472,1.0,1.0,_nan_,_nan_,1.0,1.0,1.0,2007-001404-20,de
473,473,0.0,0.0,1.0,1.0,1.0,1.0,0.0,2015-003999-79,nl
474,474,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2016-004566-26,be
475,475,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2016-001681-28,se
476,476,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2012-002208-41,es
477,477,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2009-011400-33,gr
478,478,1.0,1.0,1.0,0.0,1.0,1.0,0.0,2015-000463-13,gb
479,479,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2011-001526-19,pt
480,480,1.0,1.0,_nan_,_nan_,1.0,1.0,0.0,2007-001451-19,fr
481,481,0.0,1.0,1.0,0.0,1.0,1.0,0.0,2014-004519-35,hu
482,482,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2009-013074-41,dk
483,483,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2012-001825-28,cz
484,484,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2006-001354-28,it
485,485,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2010-020121-41,be
486,486,0.0,0.0,1.0,1.0,1.0,1.0,0.0,2011-002184-17,gb
487,487,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2005-005356-41,es
488,488,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2011-004420-35,gb
489,489,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2009-010576-21,it
490,490,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2014-004865-26,de
491,491,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2012-001896-35,es
492,492,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2011-002789-18,de
493,493,1.0,1.0,_nan_,_nan_,1.0,1.0,0.0,2005-006029-94,de
494,494,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2011-001867-28,hu
495,495,1.0,1.0,_nan_,_nan_,1.0,1.0,0.0,2009-011580-36,be
496,496,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2011-006070-73,cz
497,497,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2011-004160-30,gb
498,498,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2011-006050-91,nl
499,499,0.0,0.0,1.0,1.0,1.0,1.0,0.0,2012-004366-18,de
500,500,1.0,1.0,_nan_,_nan_,1.0,1.0,0.0,2009-011378-14,gr
501,501,0.0,0.0,1.0,1.0,1.0,1.0,0.0,2017-003317-25,es
502,502,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2013-001447-31,gb
503,503,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2008-000814-65,it
504,504,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2012-003647-30,de
505,505,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2011-000919-22,gb
506,506,1.0,1.0,_nan_,_nan_,1.0,1.0,0.0,2007-001172-36,gb
507,507,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2015-004583-11,fr
508,508,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2014-004587-38,bg
509,509,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2015-001824-43,cz
510,510,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2010-021096-85,hu
511,511,1.0,1.0,_nan_,_nan_,1.0,1.0,0.0,2004-004565-15,fi
512,512,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2015-000630-30,sk
513,513,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2007-005019-25,es
514,514,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2011-003128-11,de
515,515,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2010-021209-18,nl
516,516,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2010-018476-24,dk
517,517,1.0,1.0,_nan_,_nan_,1.0,0.0,0.0,2008-004171-21,es
518,518,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2015-001346-29,se
519,519,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2016-002625-11,cz
520,520,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2017-003726-32,hu
521,521,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2012-004034-42,de
522,522,1.0,0.0,_nan_,_nan_,1.0,1.0,0.0,2009-014391-22,es
523,523,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2009-013668-38,gb
524,524,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2011-004518-40,it
525,525,1.0,1.0,_nan_,_nan_,1.0,1.0,0.0,2005-005326-30,es
526,526,_nan_,1.0,0.0,0.0,1.0,1.0,0.0,2017-002644-32,be
527,527,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2016-000568-41,nl
528,528,0.0,0.0,0.0,1.0,1.0,1.0,0.0,2010-021793-12,fr
529,529,1.0,1.0,_nan_,_nan_,1.0,1.0,0.0,2010-019791-73,fr
530,530,1.0,1.0,_nan_,_nan_,1.0,1.0,0.0,2006-005783-67,gb
531,531,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2015-001097-18,pl
532,532,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2013-003093-27,gb
533,533,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2016-000807-99,de
534,534,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2014-003513-28,hu
535,535,1.0,1.0,_nan_,_nan_,1.0,1.0,0.0,2011-004468-31,pl
536,536,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2010-019912-18,gr
537,537,1.0,1.0,_nan_,_nan_,0.0,1.0,0.0,2005-002355-40,dk
538,538,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2013-002082-19,se
539,539,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2007-007861-19,pl
540,540,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2012-004098-26,hu
541,541,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2017-004350-42,es
542,542,1.0,1.0,_nan_,_nan_,1.0,1.0,0.0,2009-016568-36,gb
543,543,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2009-014269-25,bg
544,544,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2014-001496-31,es
545,545,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2011-000114-19,be
546,546,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2010-023534-23,nl
547,547,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2015-002433-22,sk
548,548,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2015-000149-22,gb
549,549,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2017-001225-41,sk
550,550,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2013-003341-41,be
551,551,1.0,1.0,_nan_,_nan_,1.0,1.0,0.0,2011-003538-16,gr
552,552,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2012-001200-38,it
553,553,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2006-003444-30,dk
554,554,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2013-000525-31,de
555,555,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2009-014846-26,it
556,556,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2012-001834-33,be
557,557,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2016-000674-38,ee
558,558,0.0,0.0,1.0,1.0,1.0,1.0,0.0,2016-001145-11,de
559,559,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2005-001633-14,dk
560,560,1.0,1.0,_nan_,_nan_,1.0,1.0,0.0,2007-001871-13,at
561,561,1.0,1.0,_nan_,_nan_,1.0,1.0,0.0,2008-007786-23,cz
562,562,1.0,1.0,1.0,0.0,1.0,1.0,0.0,2011-005399-40,be
563,563,1.0,1.0,1.0,0.0,0.0,1.0,0.0,2011-000520-15,bg
564,564,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2011-002507-15,at
565,565,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2011-005975-17,at
566,566,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2018-000168-27,gr
567,567,1.0,1.0,_nan_,_nan_,1.0,1.0,0.0,2005-001430-32,es
568,568,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2014-000352-29,hu
569,569,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2013-003752-21,it
570,570,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2016-001651-49,bg
571,571,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2014-002246-41,es
572,572,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2013-001676-38,de
573,573,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2009-012231-15,de
574,574,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2010-021978-11,pl
575,575,1.0,1.0,_nan_,_nan_,1.0,1.0,0.0,2005-000706-31,be
576,576,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2016-001991-31,at
577,577,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2014-005153-39,se
578,578,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2007-004489-41,de
579,579,1.0,1.0,_nan_,_nan_,1.0,1.0,0.0,2007-004219-75,bg
580,580,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2013-004494-28,de
581,581,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2014-005217-24,se
582,582,1.0,1.0,1.0,0.0,1.0,1.0,0.0,2014-004940-36,gb
583,583,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2017-003456-23,fi
584,584,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2013-003177-99,at
585,585,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2008-008392-34,bg
586,586,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2017-000284-32,pt
587,587,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2016-001449-16,gb
588,588,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2007-005792-34,gr
589,589,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2013-000059-42,ee
590,590,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2015-004831-11,de
591,591,1.0,1.0,_nan_,_nan_,1.0,0.0,0.0,2005-003656-35,de
592,592,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2014-003208-59,lv
593,593,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2012-000675-16,nl
594,594,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2011-002203-15,is
595,595,1.0,1.0,_nan_,_nan_,1.0,1.0,0.0,2007-004040-70,fr
596,596,1.0,1.0,_nan_,_nan_,1.0,1.0,0.0,2009-015821-34,de
597,597,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2008-008260-28,gb
598,598,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2016-004232-37,sk
599,599,1.0,0.0,0.0,0.0,1.0,1.0,1.0,2007-000966-19,it
600,600,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2015-000735-32,es
601,601,1.0,1.0,_nan_,_nan_,1.0,1.0,0.0,2010-021716-42,es
602,602,0.0,0.0,1.0,1.0,1.0,1.0,0.0,2010-024260-17,gb
603,603,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2010-023112-14,sk
604,604,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2012-000669-19,it
605,605,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2009-013901-33,gr
606,606,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2010-022496-66,gb
607,607,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2011-004581-14,gb
608,608,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2017-003286-10,fr
609,609,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2014-003849-10,pl
610,610,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2013-001676-38,pl
611,611,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2011-002533-18,no
612,612,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2010-024481-22,sk
613,613,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2007-000801-30,lt
614,614,1.0,1.0,1.0,0.0,1.0,1.0,0.0,2017-001489-53,bg
615,615,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2014-005217-24,lv
616,616,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2010-023587-40,se
617,617,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2017-005143-33,be
618,618,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2010-020447-13,bg
619,619,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2009-013668-38,dk
620,620,1.0,1.0,_nan_,_nan_,1.0,1.0,0.0,2008-002783-33,de
621,621,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2012-002790-55,be
622,622,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2015-005023-11,gb
623,623,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2011-001117-13,se
624,624,1.0,1.0,_nan_,_nan_,1.0,1.0,0.0,2010-018566-23,nl
625,625,1.0,1.0,_nan_,_nan_,1.0,1.0,0.0,2008-007725-39,es
626,626,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2005-005718-19,es
627,627,0.0,0.0,1.0,1.0,1.0,1.0,0.0,2015-004625-14,nl
628,628,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2006-003695-35,it
629,629,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2015-001589-25,it
630,630,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2009-017077-37,lt
631,631,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2013-004619-31,it
632,632,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2007-004301-99,de
633,633,1.0,1.0,_nan_,_nan_,1.0,1.0,0.0,2007-005955-40,at
634,634,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2013-004619-31,cz
635,635,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2013-003330-32,be
636,636,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2011-004889-15,be
637,637,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2013-004619-31,be
638,638,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2011-004481-15,gb
639,639,1.0,1.0,_nan_,_nan_,1.0,1.0,0.0,2008-002781-66,fr
640,640,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2009-018118-21,de
641,641,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2011-002145-35,de
642,642,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2015-000620-28,de
643,643,0.0,0.0,0.0,1.0,1.0,1.0,0.0,2013-002701-56,nl
644,644,1.0,1.0,1.0,0.0,0.0,1.0,0.0,2010-023601-35,pl
645,645,1.0,1.0,_nan_,_nan_,1.0,1.0,0.0,2006-005377-22,lt
646,646,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2012-002798-80,it
647,647,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2012-001259-37,pl
648,648,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2014-001049-25,gb
